case_count,case_count_quote,patient_age,patient_age_quote,patient_sex,patient_sex_quote,presenting_symptoms,presenting_symptoms_quote,diagnostic_method,diagnostic_method_quote,imaging_findings,imaging_findings_quote,histopathology,histopathology_quote,immunohistochemistry,immunohistochemistry_quote,treatment,treatment_quote,outcome,outcome_quote,comorbidities,comorbidities_quote,filename,extraction_confidence,extraction_notes
1,We present a unique case,55,A 55-year-old woman presented,Female,A 55-year-old woman presented,"shortness of breath, exertional dyspnea","9 months of shortness of breath, exertional dyspnea, and abnormal thoracic imaging",surgical robotic-assisted thoracic surgery (RATS) with multiple left lung biopsies,She underwent uncomplicated surgical robotic-assisted thoracic surgery (RATS) with multiple left lung biopsies.,"innumerable small ground glass nodules, largest 5mm, some with cavitation, and scattered intra-pulmonary calcified granulomas","A CT of her chest showed innumerable small ground glass nodules, the largest of which was 5mm, and some of which demonstrated cavitation. There were also scattered intra-pulmonary calcified granulomas.",Meningothelial-like nodules with no evidence of malignancy,Pathology showed meningothelial-like nodules with no evidence of malignancy.,"positive for epithelial membrane antigen (EMA), vimentin, and progesterone; low staining for Ki-67; negative for AE1/AE3, thyroid transcription factor-1 (TTF-1), S-100, Langerin, and CD1a","Immunohistochemistry showed positive staining for epithelial membrane antigen (EMA), vimentin, and progesterone, low staining for Ki-67, and negative staining for AE1/AE3, thyroid transcription factor-1 (TTF-1), S-100, Langerin, and CD1a.",Observation,She will continue serial yearly imaging to monitor the DPM,stable disease,She was seen in follow-up 1 year after diagnosis with seemingly stable disease by thoracic CT imaging and resolving left groin lymphadenopathy.,"obesity, neurodermatitis with prurigo nodularis, Raynaud's phenomenon","""Her past medical history was notable for obesity"" and ""neurodermatitis with prurigo nodularis"" and ""She described symptomatology consistent with Raynaud's phenomenon""",Kim et al. - 2023 - Diffuse Pulmonary Meningotheliomatosis in a Patient With Neurodermatitis With Prurigo Nodularis.pdf,,
1,A 71-year-old female patient presented at our hospital in December 2016,71,A 71-year-old female patient presented at our hospital in December 2016,Female,A 71-year-old female patient presented at our hospital in December 2016,Cough lasting for 1 month,A 71-year-old female patient presented at our hospital in December 2016 with a cough that had lasted for 1 month.,Thoracoscopic partial wedge biopsy with histopathological examination and immunohistochemistry,"The patient underwent thoracoscopic partial wedge biopsy. We fixed the obtained surgical specimens in 4% neutral formaldehyde and embedded them in paraffin, stained with hematoxylin and eosin, then we observed the histological features of the lesions under an optical microscope.","Diffuse ground-glass nodules in bilateral lungs with cyst-like morphology, nodules measuring 2 to 5 mm in diameter with clear boundaries, randomly distributed in lungs with tendency to be located in peripheral zone and interlobular fissure. Observable blood vessels on edges of some nodules.","The CT scan showed diffuse GGNs in the bilateral lungs, and some of the nodules appeared to have a cystlike morphology. The nodules, measuring 2 to 5 mm in diameter with clear boundaries, were randomly distributed in the lungs, and had a tendency to be located in the peripheral zone, even on the interlobular fissure. The CT images showed observable blood vessels on the edges of some nodules.","Multiple small well-defined meningothelial-like nodules formed by thickened alveolar walls. Nodules composed of oval to short spindle epithelioid cells with eosinophilic cytoplasms and mild nuclei, with indistinct cellular borders. Some epithelioid cells arranged in a whorled pattern.","When surgical specimens observed at low magnification, the pulmonary biopsies showed multiple small well-defined meningothelial-like nodules formed by thickened alveolar walls. When surgical specimens observed at high magnification, these nodules were composed of oval to short spindle epithelioid cells with eosinophilic cytoplasms and mild nuclei, with indistinct cellular borders. Some of the epithelioid cells were arranged in a whorled pattern.","Positive for epithelial membrane antigen (EMA), vimentin, progesterone receptor (PR), and CD56. Negative for thyroid transcription factor 1 (TTF-1), S-100 protein, androgen receptor (AR), smooth muscle actin, desmin, and HMB-45.","Immunohistochemistry revealed that the cells were positive for epithelial membrane antigen (EMA), vimentin, progesterone receptor (PR), and CD56, and negative for thyroid transcription factor 1 (TTF-1), S-100 protein, androgen receptor (AR), smooth muscle actin, desmin, and HMB-45.",,,Stable - no changes in lesions over follow-up period,"The patient underwent two re-examinations, in January 2018 and July 2019, and no changes were observed in the lesions.","Coronary heart disease, diabetes, hypertension","The patient had a history of coronary heart disease, diabetes, and hypertension, although these conditions were well controlled.",Zhang et al. - 2021 - Minute pulmonary meningothelial-like nodules rare lesions appearing as diffuse ground-glass nodules.pdf,,
1,We report a case of a patient diagnosed with DPM via transbronchial cryobiopsy.,67,A 67-year-old non-smoking female,Female,A 67-year-old non-smoking female,Asymptomatic,diffuse bilateral pulmonary nodules found on computed tomography (CT) scan,Transbronchial cryobiopsy,Two transbronchial cryobiopsy samples were obtained from the right lower lobe.,Diffuse bilateral pulmonary nodules with mosaicism,diffuse bilateral pulmonary nodules found on computed tomography (CT) scan of the chest with mosaicism,Meningothelial nodule with epithelioid cells arranged in small nests in pulmonary interstitium,"Pathology revealed a meningothelial nodule... Histologically, MPMNs appear as epithelioid cells arranged in small nests in pulmonary interstitium.","Positive for epithelial membrane antigen (EMA) and progesterone receptor (PR), negative for synaptophysin and chromogranin",Immunohistochemistry was positive for epithelial membrane antigen (EMA) as well as progesterone receptor (PR) and negative for synaptophysin and chromogranin.,Observation,,Stable,Follow up imaging at 1 year demonstrated stability.,Scleroderma,female with a history of scleroderma,Trieu et al. - 2020 - DIFFUSE PULMONARY MENINGOTHELIOMATOSIS DIAGNOSED BY TRANSBRONCHIAL CRYOBIOPSY.pdf,,
16,FISH analysis was interpretable in 16 cases.,Not reported,,Not reported,,Not reported,,"FISH analysis, histopathological examination","FISH analysis was interpretable in 16 cases. Two cases (1 PPM, 1 CNS meningioma) were considered noninformative due to inadequate signal intensities.",Not reported,,"Pulmonary meningothelial-like nodules characterized by small proliferation of meningothelial cells with bland epithelioid cells arranged in nests or whorls. Cases included transitional, fibrous, and pleural-based atypical meningioma patterns. CNS meningiomas consisted of fibrous, transitional, and psammomatous variants.",Pulmonary meningothelial-like nodule characterized by a small proliferation of meningothelial cells. Higherpower magnification shows bland epithelioid cells arranged in nests or whorls,NF2 deletion and polysomy 22q analysis performed,Deletion of NF2 was identified in 51% to 90% of interphase nuclei in a total of 7 cases. [...] Polysomy of 22q was noted in 9% to 27% of interphase nuclei in 3 cases,,,Not reported,,,,Weissferdt et al. - 2015 - Pleuropulmonary Meningothelial Proliferations Evidence for a Common Histogenesis.pdf,,
1,We report a case of a female patient,66,A 66-year-old female patient,Female,A 66-year-old female patient,Non-productive cough,presented with non-productive cough,Video-assisted thoracoscopic surgery (VATS),she underwent video-assisted thoracoscopic surgery (VATS) for its higher diagnostic yield than other conventional diagnostic procedures,"Multiple bilateral pulmonary nodules, diffuse, 1-4 mm in size, randomly distributed","CT of the thorax at the time of admittance displayed diffuse, multiple, randomly distributed 1-4 mm nodular lesions in the parenchyma of both lungs",Small nodular lesions with clusters of multiple cells with round-to-oval nucleus and large cytoplasm,"Histopathological examination revealed small, 1 to 4 mm nodular lesions consisted of clusters of multiple cells with round-to-oval nucleus and large cytoplasm","Positive for EMA, vimentin, progesterone receptor (PR) and CD56; negative for keratin, smooth muscle actin, chromogranine, CD34 and sinaptophysin","these cells were immunohistochemically positive for EMA, vimentin, progesterone receptor (PR) and CD56, they were negative for keratin, smooth muscle actin, chromogranine, CD34 and sinaptophysin",Not reported,,Stable,there had been no radiological difference for one and a half year period,"Diabetes mellitus, hypertension, chronic renal disease","Her past medical history was notable for diabetes mellitus, hypertension and chronic renal disease",Şen et al. - 2015 - A rarely seen diffuse parenchymal lung disease diffuse pulmonary meningotheliomatosis.pdf,,
1,A 55-year-old woman presented to the clinic,55,A 55-year-old woman presented to the clinic,Female,A 55-year-old woman presented to the clinic,nonexertional chest pressure and dry cough,presented to the clinic with nonexertional chest pressure and dry cough of 4-month duration,VATS with multiple lung biopsies,The patient ultimately underwent uncomplicated right video-assisted thoracoscopic surgery (VATS) with multiple lung biopsies.,"innumerable faint diffuse small ground-glass nodules, some of which were cavitary in nature","High resolution chest computed tomography (CT) showed innumerable faint diffuse small ground-glass nodules, some of which were cavitary in nature.",multiple well-circumscribed interstitial meningothelial-like nodules in perivenular distribution with occasional whorling of cells consistent with diffuse pulmonary meningotheliomatosis,Pathology showed multiple well-circumscribed interstitial meningothelial-like nodules in perivenular distribution with occasional whorling of cells consistent with diffuse pulmonary meningotheliomatosis,Not reported,,Observation,,stable with persistent symptoms,"One year following diagnosis, the patient continued to complain of non-exertional chest pressure without pulmonary complaints. Repeat imaging with high-resolution chest CT scan showed stable findings.",lifelong non-smoker,She was a lifelong non-smoker,Almodallal et al. - Diffuse Pulmonary Meningotheliomatosis A Rare Lung Disease Presenting with Diffuse Ground Glass Opa.pdf,0.9,"All major clinical findings were clearly reported in the text. No specific treatment was mentioned besides diagnostic procedures and follow-up, so treatment is listed as ""Observation""."
1,We report a 2019-onset case,44,44-year-old woman,Female,44-year-old woman,Asymptomatic,incidentally detected,Video-assisted thoracoscopic wedge resection,diagnostic video-assisted thoracoscopic wedge resection was undertaken,Bilateral 1-2-mm pulmonary micronodules,bilateral 1-2-mm pulmonary micronodules on screening CT,Spindle-to-ovoid cells in whorled arrangements without atypia or mitoses,Histology showed spindle-to-ovoid cells in whorled arrangements without atypia or mitoses,"Diffuse vimentin positive; negative for EMA, cytokeratin AE1/AE3, SMA, chromogranin","Immunohistochemistry revealed diffuse vimentin positivity and negativity for epithelial and neuroendocrine markers (EMA, cytokeratin AE1/AE3, SMA, chromogranin)",Observation,The patient has remained asymptomatic without radiologic progression over 3 years,Stable - no progression over 3 years,The patient has remained asymptomatic without radiologic progression over 3 years,,,Koh et al. - 2025 - Diffuse Pulmonary Meningotheliomatosis Presenting as Innumerable Pulmonary Micronodules A Case Repo.pdf,,
35,"A total of 35 cases were analyzed, including 34 cases reported in the literature",51-75,ages ranged from 51 to 75 years with an average age of 64±8 years at the time of diagnosis,"Female, Male",the patients included were 33 females and 2 males,"Asymptomatic, dyspnea, chronic cough",22 (62%) patients were asymptomatic and imaging abnormalities were discovered incidentally. Dyspnea and chronic cough are common respiratory complaints (37%),"Surgical lung biopsy, transbronchial biopsy, transbronchial cryobiopsy","3 were diagnosed by transbronchial biopsy, 2 by transbronchial cryobiopsy while the remainder had surgical lung biopsy","Randomly distributed <5mm ground glass to solid centrilobular nodules, with 2% showing cavitation",Almost all cases have imaging findings of randomly distributed <5mm ground glass to solid centrilobular nodules with 2% of them were having cavitation,Minute Pulmonary Meningothelial-like Nodules,"The specimens showed MPMN by histopathology and immunochemistry, which confirmed final diagnosis of DPM",,,Observation,She was followed up closely by serial imaging and her pulmonary CT showed stabilization of lesions two years later,Stable,Stabilization of the lung nodules was identified in all patients that were reported when followed up for 2 years after diagnosis,"Malignancy (breast cancer, uterine cancer, lung adenocarcinoma), hypertension, GERD, obstructive sleep apnea","13 (39%) had active history of malignancy of which breast, uterine and lung adenocarcinoma were common",Katta and Kopas - 2020 - A Rare Benign Etiology Mimicking Metastatic Pulmonary Malignancies A Case Report and Literature Rev.pdf,,
1,A 54-year-old woman was referred to our hospital,54,A 54-year-old woman,Female,A 54-year-old woman,Asymptomatic,No clinical symptoms were present,Biopsy,a biopsy was performed to establish a diagnosis,"Multiple lung nodules up to 5 mm in diameter, randomly distributed in both lungs, appearing ring-shaped","CT revealed multiple lung nodules during a health checkup. The nodules were up to 5 mm in diameter and randomly distributed in both lungs, appearing ring-shaped.",Minute Pulmonary Meningothelial-like Nodules,She was diagnosed with minute pulmonary meningothelial-like nodules (MPMNs),,,,,Stable,her condition had not deteriorated at the latest follow-up,,,Murata et al. - 2023 - A Rare Case of Diffuse Bilateral Minute Pulmonary Meningothelial-like Nodules Increasing over the Sh.pdf,,
2,"In case i8, where multiple small tumors were detected grossly... in 2 of I5 lesions from another (case 2)",Not reported,,Not reported,,Not reported,,"Histological examination with multiple staining techniques including hematoxylin and eosin, Mallory's aniline blue, Masson-Goldner trichome, and various other specialized stains","Histologic sections were cut from paraffin at 6 ,. The stains included hematoxylin and eosin, Mallory's aniline blue, Masson-Goldner trichome, Verhoeff's elastic stain, the Gordon and Sweets or Laidlaw stain for reticulum...",Multiple small tumors detected in lung,"In case i8, where multiple small tumors were detected grossly",Vascular lesions with documented arterial supply,"To investigate the vascular relationships, the outline of the lesion and its vessels was drawn on thin tracing paper... whereupon the arterial supply was clearly demonstrated.","Multiple histochemical stains performed including PAS with diastase control, Prussian blue reaction for iron, modified Giemsa method for chromaffin, diazo method for argentaffin cell granules","the Hotchkiss periodic acid-Schiff (PAS) with diastase control, the Prussian blue reaction for iron, the modified Giemsa method for chromaffin, a diazo method for argentaffin cell granules",Not reported,,Not reported,,,,Korn - MULTIPLE MINUTE PULMONARY TUMORS RESEMBLING CHEMODECTOMAS.pdf,,
1,Herein lies a case of DPM,89,An 89-year-old woman,Female,An 89-year-old woman,Progressive dyspnea on exertion,presented with progressive dyspnea on exertion (DOE),Imaging and multidisciplinary discussion,"After multidisciplinary discussion, it was determined that her imaging was consistent with DPM.","Numerous bilateral small nodules, some with ground glass appearance and central lucencies, with mostly centrilobular distribution and some abutting the fissure in random pattern","chest imaging showed numerous bilateral small nodules, some with ground glass appearance and some with central lucencies. They appeared to be mostly centrilobular but abutting the fissure in some areas, so possibly best described as random pattern.",Minute Pulmonary Meningothelial-like Nodules,"Diffuse pulmonary meningotheliomatosis (DPM) is a rare lung disease characterized by numerous, bilateral minute pulmonary meningothelial-like nodules (MPMNs)",,,Observation,Continued monitoring is essential to understand the disease progression and implications of DPM.,Stable,the patient's radiographic findings have remained stable over at least seven years with only minimal changes in lung function,"Bibasilar bronchiectasis, iron deficiency anemia, coronary artery disease, hypothyroidism, aortic and mitral regurgitation","with a past medical history of bibasilar bronchiectasis, iron deficiency anemia, coronary artery disease, hypothyroidism, and aortic and mitral regurgitation",Lefebvre et al. - Diffuse Pulmonary Meningotheliomatosis A Rare Case With Long-term Radiographic Stability.pdf,,
11,All 11 patients identified were female,58,"with a median age of 58 years (IQR 52.3, 63.8)",Female,All 11 patients identified were female,"cough, dyspnea, chest discomfort; Asymptomatic in 2 patients","Most patients reported either cough, dyspnea, or chest discomfort, but in 2 the nodules were found incidentally",Biopsy,patients with biopsy confirmed DPM at Mayo Clinic sites,Innumerable small (<5mm) bilateral ground glass nodules with central cavitation ('cheerio'-sign) in 27% of cases,"Chest computed tomography (CT) showed innumerable small ( < 5mm) bilateral ground glass nodules and three (27%) exhibited central cavitation ( ' cheerio ' -sign), typical of DPM","Meningothelial nodules with oval to spindle cells, indistinct cellular borders and some whorling",Histology showed meningothelial nodules characterized by oval to spindle cells with indistinct cellular borders and some whorling,"Positive for vimentin, EMA, and CD56 in one patient, and ER in another","Immunochemical staining was positive for vimentin, EMA, and CD56 in one patient, and ER in another",Hormone replacement therapy discontinuation in some cases,One patient noted symptomatic improvement after discontinuing HRT,"Stable disease in 80%, with one case showing progression after 7 years and another developing new nodule after 6 years","In a median follow-up of 3.5 years (IQR 1, 5.75), 80% showed no progression of disease. One subject showed slight growth in size and number of MPMN's 7 years later, while another developed a new 9x12 mm nodule 6 years after the initial DPM diagnosis","Cancer history in 46%, concurrent lung adenocarcinoma in 9%, 36% former smokers, 27% on hormone replacement therapy","Five (46%) patients had a prior history of cancer, and one (9%) was diagnosed with lung adenocarcinoma concurrently with DPM. Four (36%) were former smokers. Three (27%) were receiving hormone replacement therapy (HRT) at the time of diagnosis",Nadrous et al. - 2023 - LONG-TERM FOLLOW-UP OF PATIENTS WITH BIOPSY CONFIRMED DIFFUSE PULMONARY MENINGOTHELIOMATOSIS.pdf,,
1,A 58-year-old woman was referred to our department,58,A 58-year-old woman was referred to our department,Female,A 58-year-old woman was referred to our department,Chronic cough for 1 year duration,A 58-year-old woman was referred to our department with a cough of 1 year duration; her condition was unresponsive to the administration of inhaled steroid and beta-2 agonists.,Surgical lung biopsy with immunohistochemistry,The patient underwent surgical lung biopsy that revealed interstitial nests of epithelioid cells that were positive for epithelial membrane antigen and vimentin with a low Ki-67 positivity of 1% to 2%,"Multiple bilateral nodules, typically small (approximately 5mm; smaller than 10mm), usually centrilobular with predominant peripheral distribution. Some nodules showed central hyperlucent area (cheerio sign).","HRCT exhibited numerous nodules, with some exhibiting a central hyperlucent area... These nodules are typically small (approximately 5 mm; smaller than 10 mm), usually centrilobular, and tend to be peripheral involving the outer third of the lung parenchyma.",Interstitial nests of epithelioid cells arranged in meningothelial nodules,Interstitial nest of spindle cells with meningothelial features that comprise a meningothelial nodule. Adjacent lung parenchyma is normal with preserved architecture.,Positive for epithelial membrane antigen and vimentin with low Ki-67 positivity of 1% to 2%,positive for epithelial membrane antigen and vimentin with a low Ki-67 positivity of 1% to 2%,Observation,"The patient was informed about the benign nature of the disease, and no treatment was given.",Stable with spontaneous improvement of cough,"A follow-up HRCT, 14 months after diagnosis, was unchanged. The patient is in excellent clinical status and reports spontaneous improvement of her cough.",None,"She was a never-smoker with a negative medical history and no occupational or domestic exposures. There was no history of cancer, gastroesophageal reflux disease, asthma, allergic rhinitis, or other allergies.",Tzilas and Bouros - 2021 - A 58-Year-Old Woman With Lung Nodules and Chronic Cough.pdf,,
1,Her past medical history included...,Not reported,,Female,Her past medical history...,Not reported,,"Echocardiography, pericardiocentesis with cytological analysis",regular periodic echocardiographic follow-up every 6 months... Cytological analysis of the pericardial fluid was negative for tumor cells,Chronic pericardial effusion,"chronic pericardial effusion diagnosed in 2009, hemodynamically stable",Negative for tumor cells in pericardial fluid,Cytological analysis of the pericardial fluid was negative for tumor cells,,,Medical therapy and pericardiocentesis,initially treated with medical therapy and subsequently with pericardiocentesis in 2016 for hemodynamic decompensation,Stable with regular follow-up,She was under regular periodic echocardiographic follow-up every 6 months,"Previous hysterectomy for fibromatosis, arterial hypertension, chronic atrial fibrillation","Her past medical history included previous hysterectomy for fibromatosis, arterial hypertension, chronic atrial fibrillation diagnosed in 2000",Tamburini et al. - 2018 - Diffuse pulmonary meningothelial like nodules simulating metastatic thymoma.pdf,,
1,We present the case of a 64-year-old man,64,64-year-old man,Male,64-year-old man,Asymptomatic,found to have multiple pulmonary nodules during cancer staging,Surgical lung biopsy,A surgical lung biopsy confirmed the diagnosis of DPM,Multiple ground-glass nodules bilaterally,multiple ground-glass nodules on chest imaging,Diffuse pulmonary meningotheliomatosis with widespread bilateral minute pulmonary meningothelial-like nodules,Diffuse pulmonary meningotheliomatosis (DPM) is a benign pulmonary disease characterised by widespread bilateral minute pulmonary meningothelial-like nodules,,,,,Allowed curative treatment for prostate cancer,allowing the patient to receive curative treatment for localised prostate cancer,Prostate cancer,64-year-old man with prostate cancer,Sakano et al. - 2025 - Diffuse Pulmonary Meningotheliomatosis Mimicking Multiple Lung Metastases of Prostate Cancer A Case.pdf,,This is a case report focusing on DPM found incidentally during cancer staging. Treatment details for DPM itself not reported.
1,The patient in this case is a 77-year-old female who was incidentally found to have diffuse pulmonary meningotheliomatosis (DPM),77,The patient in this case is a 77-year-old female,Female,The patient in this case is a 77-year-old female,Dyspnea and significant hypoxemia,Symptoms included dyspnea and significant hypoxemia without any other causative etiology.,Video-assisted thorascopic surgery with left lower lobe resection,She underwent video-assisted thorascopic surgery with left lower lobe resection due to increasing size of a pulmonary nodule,Micronodular changes bilaterally,On CT imaging she was noted to have micronodular changes bilaterally.,Multifocal perivascular aggregates of spindle cells,"On pathologic examination of the resected tissue, there was noted to be multifocal perivascular aggregates of spindle cells consistent with the diagnosis of DPM.",Positive for vimentin and EMA,These cells were diffusely immunoreactive for vimentin and EMA.,Not reported,,Not reported,,"Tobacco use with >45 pack year history, previous pulmonary embolism, renal cell carcinoma, polycythemia, obstructive sleep apnea, pulmonary hypertension, essential hypertension, pulmonary nodule, T1b adenocarcinoma","she had a past medical history which included tobacco use with greater than 45 pack year history, previous pulmonary embolism maintained on apixaban, renal cell carcinoma, polycythemia, obstructive sleep apnea, pulmonary hypertension, essential hypertension, and pulmonary nodule... diagnosis of T1b adenocarcinoma as well as multifocal pulmonary meningotheliomatosis",Prater et al. - Diffuse Pulmonary Meningotheliomatosis Diagnosed Concurrently With Pulmonary Adenocarcinoma.pdf,,The case focuses on the diagnostic findings of DPM and concurrent adenocarcinoma. No specific treatment or outcome information is provided beyond the diagnostic workup.
1,A 70-year-old female never smoker presented to our pulmonary clinic,70,A 70-year-old female never smoker presented to our pulmonary clinic,Female,A 70-year-old female never smoker presented to our pulmonary clinic,dyspnea and dry cough,presented to our pulmonary clinic for evaluation of dyspnea and dry cough,rigid bronchoscopy with transbronchial lung cryobiopsy,Rigid bronchoscopy with transbronchial lung cryobiopsy was performed,mosaic attenuation with innumerable groundglass nodules and micronodules in a centrilobular and peri-lymphatic distribution,a repeat high resolution chest CT showed mosaic attenuation with innumerable groundglass nodules and micronodules in a centrilobular and peri-lymphatic distribution,multiple meningothelial-like nodules,pathology showing multiple meningothelial-like nodules,,,"inhaled therapies, antibiotics, steroids, and external beam radiation for meningioma","She was trialed on inhaled therapies, antibiotics, and even a two-year course of steroids for suspected HP without notable clinical or radiologic improvement. Interestingly, she was subsequently found to have an intracranial meningioma which was treated with external beam radiation.",stable,While the clinical course of DPM is generally indolent,intracranial meningioma,she was subsequently found to have an intracranial meningioma which was treated with external beam radiation,Walton et al. - Rethinking Chronic Multinodular Interstitial Disease in a 70-year-old Woman A Case of Diffuse Pulmo.pdf,,The case represents Diffuse Pulmonary Meningotheliomatosis (DPM). Patient had a 20-year history of pulmonary nodules before final diagnosis.
1,"A 74-year-old, non-smoking female, was referred to pulmonology clinic",74,"A 74-year-old, non-smoking female",Female,"A 74-year-old, non-smoking female",Asymptomatic,"diffuse pulmonary nodules that were incidentally detected on CT scan. A comprehensive review of systems, physical exam, basic labs and PFT were normal.",Transbronchial lung biopsy,The patient underwent trans-bronchial lung biopsy,"Innumerable small solid and ground glass nodular opacities, 5mm or less in diameter, distributed throughout the lungs, with a predominant centri-lobular distribution and with central cavitation in some nodules","Review of the chest CT showed innumerable small solid and ground glass nodular opacities, 5mm or less in diameter, distributed throughout the lungs, with a predominant centri-lobular distribution and with central cavitation in some nodules","Collection of cytologically bland epithelioid cells with occasional cytoplasmic intranuclear pseudoinclusions, situated within the interstitium and arranged in a distinctly nested, whorled pattern typical of meningothelial-like nodules","Biopsy demonstrated collection of cytologically bland epithelioid cells with occasional cytoplasmic intranuclear pseudoinclusions, situated within the interstitium and arranged in a distinctly nested, whorled pattern typical of meningothelial-like nodules",Positive for meningoendothelioma,Immunohistochemical staining patterns supported the diagnosis of meningoendothelioma,Observation,Management of DPM is usually conservative with observation and follow up imaging,Stable,"we did a 3 month follow up CT and another one at 1 year mark, both of which showed stable nodules",None reported,"A comprehensive review of systems, physical exam, basic labs and PFT were normal","Jayaschandran et al. - Diffuse Pulmonary Meningotheliomatosis A Scary, Yet Benign Picture.pdf",,
1,We report the case of a 58-year-old female,58,We report the case of a 58-year-old female,Female,"We report the case of a 58-year-old female, non-smoker",Intermittent dry cough,Her only symptom was intermittent dry cough for 3 months before presentation.,Video assisted thoracoscopic (VATS) biopsy,"A video assisted thoracoscopic (VATS) biopsy was performed, the histopathology of which revealed multiple pulmonary meningothelial lesions","Multiple bilateral micronodules, some with ground glass appearance while others were well-defined. Both upper and lower zones were involved with basal predominance.","CT (computed tomography) scan chest showed multiple bilateral micronodules, some of which had ground glass appearance while others were more well-defined. Both upper and lower zones were involved although there was a basal predominance.","Pulmonary meningothelial lesions characterized by interstitial proliferation of epithelioid cells with oval, bland nuclei with stippled chromatin, arranged in nests within the alveolar septa","On histopathology, PM is characterized by an interstitial proliferation of epithelioid cells with oval, bland nuclei with stippled chromatin. These cells are arranged in nests within the alveolar septa, usually expanding it, and they are usually found around pulmonary veins.","Positive for vimentin, epithelial membrane antigen (EMA) and progesterone receptors (PR)","Immunohistochemical characteristics usually include immunoreactivity with antibodies to vimentin, epithelial membrane antigen (EMA) and progesterone receptors (PR).",,,Diagnosed with pulmonary meningotheliomatosis,A final diagnosis of pulmonary meningotheliomatosis (PM) was made based on radiology and histopathological features.,,,Kumar et al. - 2018 - Pulmonary Meningotheliomatosis.pdf,,
1,We report a case of diffuse pulmonary meningotheliomatosis in a patient with a past medical history of lung adenocarcinoma.,81,"An 81-year-old woman, non-smoker, with a past medical history of stage IA lung adenocarcinoma",Female,"An 81-year-old woman, non-smoker",Asymptomatic,"She denied any symptomatology associated, namely chest pain, dyspnea or systemic symptoms.",Video-assisted thoracoscopic (VATS) biopsy,a video-assisted thoracoscopic (VATS) biopsy was performed.,"Multiple bilateral micronodules of ground glass appearance, with 2-5 mm, with basal predominance","chest CT which showed multiple bilateral micronodules of ground glass appearance, with 2-5 mm, with basal predominance","Pulmonary meningotheliomatosis with nodular areas constituted by polygonal cells with uniform nucleus, showing areas of nodular configuration with expansion of the alveolar septa and architectural preservation","The histopathological examination revealed that these nodules consisted of pulmonary meningotheliomatosis... These nodular areas are constituted by polygonal cells, with uniform nucleus, showing areas of nodular configuration, with expansion of the alveolar septa and architectural preservation",Positive for EMA and vimentin,with positivity for EMA and vimentin,Observation,"DMP is a relatively rare condition, apparently clinically innocuous and with conservative management",Stable,"The patient is currently asymptomatic and maintains in follow-up, without signs of malignancy in the 2 years period since the detection of the nodules.",History of stage IA lung adenocarcinoma,with a past medical history of stage IA lung adenocarcinoma submitted 3 years before to superior right lobectomy,Jesus et al. - 2023 - Bilateral pulmonary nodules A case ofmeningotheliomatosis.pdf,,
